gene_id;gene_name;seqname;type;weighted_fpkm
gene15911;CG31431;NT_033777.3;gene;5.47224679264273
gene15912;CG31178;NT_033777.3;gene;21.9771929084099
gene15913;CG6656;NT_033777.3;gene;19.3589213663532
gene15914;CG34148;NT_033777.3;gene;26.6313963639123
gene15915;P5CDh2;NT_033777.3;gene;7.54263124677048
gene15916;CR45046;NT_033777.3;gene;0.490937063642914
gene15917;CG31465;NT_033777.3;gene;0.892592335801708
gene15918;fit;NT_033777.3;gene;27.8416541393758
gene15919;CG17819;NT_033777.3;gene;6.71238885742765
gene15920;dnd;NT_033777.3;gene;9.11631231369771
gene15921;CG6678;NT_033777.3;gene;2.04638802996417
gene15922;CG43844;NT_033777.3;gene;4.21293327369978
gene15923;CG6690;NT_033777.3;gene;3.69528323309043
gene15924;CG17843;NT_033777.3;gene;7.8228827183849
gene15925;Eip93F;NT_033777.3;gene;9.33663135952186
gene15926;CG6332;NT_033777.3;gene;9.17224431034207
gene15927;Idh3b;NT_033777.3;gene;161.051849462268
gene15928;Mitofilin;NT_033777.3;gene;52.3876017060932
gene15929;mRpL35;NT_033777.3;gene;29.9509008505011
gene15930;CG6028;NT_033777.3;gene;57.414844808704
gene15931;Cchl;NT_033777.3;gene;93.7471475506875
gene15932;ND-42;NT_033777.3;gene;212.419625562917
gene15933;CG13409;NT_033777.3;gene;12.4874704133461
gene15934;CG45099;NT_033777.3;gene;NA
gene15935;CG6015;NT_033777.3;gene;21.6393399231057
gene15936;pit;NT_033777.3;gene;24.3938790363561
gene15937;Fadd;NT_033777.3;gene;4.28138608065654
gene15938;scaRNA:MeU5-G38;NT_033777.3;gene;3.19189105773832
gene15939;how;NT_033777.3;gene;21.1893085524703
gene15940;CG13408;NT_033777.3;gene;5.01912421774579
gene15941;CG5778;NT_033777.3;gene;277.751609361588
gene15942;CG5791;NT_033777.3;gene;671.856085811596
gene15943;CG13407;NT_033777.3;gene;0.0232360783101447
gene15944;Ir94a;NT_033777.3;gene;0.00557351828109309
gene15945;Ir94b;NT_033777.3;gene;0.0156087097014525
gene15946;Ir94c;NT_033777.3;gene;0.00828816745478651
gene15947;CG42390;NT_033777.3;gene;22.3208952310738
gene15948;SKIP;NT_033777.3;gene;12.3110928031224
gene15949;CR45224;NT_033777.3;gene;0.27284225491269
gene15950;Gld2;NT_033777.3;gene;4.87003241541018
gene15951;mir-1010;NT_033777.3;gene;0
gene15952;CR43696;NT_033777.3;pseudogene;0.374919014116829
gene15953;CR43697;NT_033777.3;pseudogene;0.0294803374043032
gene15954;CG7084;NT_033777.3;gene;37.9749646625214
gene15955;CG34377;NT_033777.3;gene;0.360438489183735
gene15956;CR46261;NT_033777.3;gene;0.311861035095118
gene15957;CG7080;NT_033777.3;gene;0.0173666674453085
gene15958;CG33721;NT_033777.3;gene;0.00730956734357576
gene15959;CG13862;NT_033777.3;gene;0.105758529925805
gene15960;CG5391;NT_033777.3;gene;1.59446118676606
gene15961;CG5388;NT_033777.3;gene;5.96485146521423
gene15962;CR46054;NT_033777.3;gene;0.398130896469507
gene15963;CG5386;NT_033777.3;gene;0.0239948584878662
gene15964;rdhB;NT_033777.3;gene;21.1205310832614
gene15965;Sar1;NT_033777.3;gene;132.023199721034
gene15966;PSR;NT_033777.3;gene;17.2130857548273
gene15967;CG7071;NT_033777.3;gene;1.09441291106634
gene15968;Muted;NT_033777.3;gene;20.9763953178266
gene15969;CG5382;NT_033777.3;gene;18.9981255362274
gene15970;CG5380;NT_033777.3;gene;9.69630004461639
gene15971;PyK;NT_033777.3;gene;427.56328575483
gene15972;CG7069;NT_033777.3;gene;5.71741223436212
gene15973;CG18596;NT_033777.3;gene;8.76571820540141
gene15974;CG34149;NT_033777.3;gene;4.39609565305529
gene15975;CG43342;NT_033777.3;gene;4.59338423361606
gene15976;CG43343;NT_033777.3;gene;17.2917158042427
gene15977;CG5379;NT_033777.3;gene;1.43693439091608
gene15978;CG7059;NT_033777.3;gene;16.1587333084342
gene15979;CG13857;NT_033777.3;gene;0.444751055493846
gene15980;tRNA:Ser-GCT-2-3;NT_033777.3;gene;0
gene15981;tRNA:Ser-GCT-2-4;NT_033777.3;gene;0
gene15982;tRNA:Ser-GCT-1-1;NT_033777.3;gene;0
gene15983;tRNA:Ser-GCT-2-5;NT_033777.3;gene;0
gene15984;CG13856;NT_033777.3;gene;4.7230759436974
gene15985;CG13855;NT_033777.3;gene;2.16792594676018
gene15986;CG13850;NT_033777.3;gene;26.5157267145161
gene15987;lqfR;NT_033777.3;gene;32.1578653805717
gene15988;Nop56;NT_033777.3;gene;61.2322502924696
gene15989;mats;NT_033777.3;gene;29.531124481471
gene15990;pinta;NT_033777.3;gene;14.5747590949146
gene15991;CG13847;NT_033777.3;gene;0.0836764939395615
gene15992;CG12499;NT_033777.3;gene;11.8928281786452
gene15993;CG34288;NT_033777.3;gene;4.92525016669224
gene15994;CG34376;NT_033777.3;gene;12.7257312277798
gene15995;Rpn7;NT_033777.3;gene;64.3383439265437
gene15996;AP-2mu;NT_033777.3;gene;46.7242688325823
gene15997;CG7054;NT_033777.3;gene;27.878139673175
gene15998;Pebp1;NT_033777.3;gene;61.2728469695836
gene15999;CG5377;NT_033777.3;gene;15.408886187101
gene16000;Nrx-1;NT_033777.3;gene;24.9554270398727
gene16001;mir-4952;NT_033777.3;gene;0
gene16002;Pfdn5;NT_033777.3;gene;70.0246602449157
gene16003;CG5376;NT_033777.3;gene;7.611982993447
gene16004;CCT1;NT_033777.3;gene;103.078006140046
gene16005;tHMG1;NT_033777.3;gene;30.123529278633
gene16006;tHMG2;NT_033777.3;gene;27.1265861237967
gene16007;Octbeta1R;NT_033777.3;gene;10.0285919232407
gene16008;CG5346;NT_033777.3;gene;10.468804589676
gene16009;CG33099;NT_033777.3;gene;5.25415530589544
gene16010;CG33093;NT_033777.3;gene;0.767501718768726
gene16011;CG5326;NT_033777.3;gene;26.6433169016689
gene16012;CR45646;NT_033777.3;gene;0.21687423006378
gene16013;CR45647;NT_033777.3;gene;1.46435186076141
gene16014;AdipoR;NT_033777.3;gene;138.528951706512
gene16015;CR44062;NT_033777.3;gene;0.397865694495632
gene16016;bond;NT_033777.3;gene;34.535346238105
gene16017;sit;NT_033777.3;gene;2.59218169359362
gene16018;CG33110;NT_033777.3;gene;18.6955167534369
gene16019;CSN6;NT_033777.3;gene;22.402862173295
gene16020;Dph5;NT_033777.3;gene;49.4643963999213
gene16021;CG33107;NT_033777.3;gene;17.5771844671063
gene16022;CG6937;NT_033777.3;gene;38.3842676771452
gene16023;btn;NT_033777.3;gene;0.29752879613726
gene16024;Efa6;NT_033777.3;gene;16.5013951355635
gene16025;CG31156;NT_033777.3;gene;6.29397443788384
gene16026;CG13843;NT_033777.3;gene;4.83238245349218
gene16027;mRRF2;NT_033777.3;gene;4.79231879996872
gene16028;CG31161;NT_033777.3;gene;7.53913263857411
gene16029;mRpL45;NT_033777.3;gene;36.0767722975365
gene16030;loco;NT_033777.3;gene;9.97893967945203
gene16031;CR43475;NT_033777.3;gene;2.49030989981922
gene16032;CR43474;NT_033777.3;gene;1.2791568291169
gene16033;wake;NT_033777.3;gene;8.25804117989208
gene16034;Gclm;NT_033777.3;gene;65.2860375279884
gene16035;CG17625;NT_033777.3;gene;2.63822346836032
gene16036;wfs1;NT_033777.3;gene;9.1850820224849
gene16037;Nup133;NT_033777.3;gene;10.0712909005584
gene16038;cd;NT_033777.3;gene;0.941457623720385
gene16039;Cyp6d4;NT_033777.3;gene;5.82603139190607
gene16040;CCAP;NT_033777.3;gene;2.74228672302131
gene16041;CG6972;NT_033777.3;gene;15.8564223688682
gene16042;CG13842;NT_033777.3;gene;0.338520128542564
gene16043;CG4907;NT_033777.3;gene;4.62086849140665
gene16044;wge;NT_033777.3;gene;17.8646259799414
gene16045;Irp-1A;NT_033777.3;gene;18.4669162640162
gene16046;CR45648;NT_033777.3;gene;0.313450052975729
gene16047;CG4813;NT_033777.3;gene;6.51939111886884
gene16048;CG45049;NT_033777.3;gene;30.0050443606144
gene16049;Takl2;NT_033777.3;gene;2.15211206418392
gene16050;Dcr-1;NT_033777.3;gene;5.56255578318377
gene16051;CG6985;NT_033777.3;gene;5.23128110283972
gene16052;vret;NT_033777.3;gene;6.24027365342946
gene16053;HP1c;NT_033777.3;gene;12.8294919084418
gene16054;CG17141;NT_033777.3;gene;7.21608311834712
gene16055;CG31139;NT_033777.3;gene;3.24250135972432
gene16056;rumi;NT_033777.3;gene;8.2959831907677
gene16058;Usp12-46;NT_033777.3;gene;15.6025125229529
gene16057;CG7029;NT_033777.3;gene;30.9581729903268
gene16059;CG4725;NT_033777.3;gene;4.27832558802035
gene16060;CG4723;NT_033777.3;gene;4.74020287867187
gene16061;CG4721;NT_033777.3;gene;22.7720439815524
gene16062;CG13841;NT_033777.3;gene;17.3234258313746
gene16063;CG43091;NT_033777.3;gene;26.1282073970826
gene16064;CG43092;NT_033777.3;gene;34.1113875188779
gene16065;CG43093;NT_033777.3;gene;72.8441025634608
gene16066;CG43094;NT_033777.3;gene;8.66614736659475
gene16067;CG43095;NT_033777.3;gene;10.928948390562
gene16068;mir-4953;NT_033777.3;gene;0
gene16069;CR43654;NT_033777.3;gene;1.08973131614437
gene16070;CG7031;NT_033777.3;gene;0.0857830941569883
gene16071;CG13840;NT_033777.3;gene;0.194606427154625
gene16072;CR44350;NT_033777.3;gene;0.00463538805602495
gene16073;CG4704;NT_033777.3;gene;1.4209322914503
gene16074;CR43846;NT_033777.3;gene;0.0769238940970316
gene16075;klg;NT_033777.3;gene;15.6230326047195
gene16076;CG6660;NT_033777.3;gene;18.2625122198078
gene16077;CR46088;NT_033777.3;gene;0.764938491753246
gene16078;CR43655;NT_033777.3;gene;0.224975200311544
gene16079;Tpl94D;NT_033777.3;gene;17.0503450893655
gene16080;Gbp3;NT_033777.3;gene;29.711559087063
gene16081;Nha2;NT_033777.3;gene;11.9320850611252
gene16082;Or94a;NT_033777.3;gene;0.238951978073238
gene16083;Or94b;NT_033777.3;gene;0.157574560015897
gene16084;CR43454;NT_033777.3;gene;0.588650752071343
gene16085;CG34375;NT_033777.3;gene;0.484566184527674
gene16086;CR44225;NT_033777.3;gene;1.87723580180883
gene16087;CG6688;NT_033777.3;gene;1.12434877952592
gene16088;lmd;NT_033777.3;gene;0.33179148228871
gene16089;CG13833;NT_033777.3;gene;23.4936856475043
gene16090;CR44226;NT_033777.3;gene;0.203264935825331
gene16091;CG13838;NT_033777.3;gene;7.77132814084249
gene16092;CG13837;NT_033777.3;gene;0.311180062264854
gene16093;CG17121;NT_033777.3;gene;14.4177762456059
gene16094;p53;NT_033777.3;gene;10.7637787490312
gene16095;Gr94a;NT_033777.3;gene;0.868191481754707
gene16096;CR46089;NT_033777.3;gene;0.536996681010572
gene16097;CG17119;NT_033777.3;gene;13.6284316447334
gene16098;sav;NT_033777.3;gene;9.06675990353016
gene16099;Ublcp1;NT_033777.3;gene;28.1172355896967
gene16100;CG17111;NT_033777.3;gene;13.3820964470169
gene16101;Cow;NT_033777.3;gene;57.8288313482233
gene16103;CG6726;NT_033777.3;gene;53.1137336556774
gene16102;CG17110;NT_033777.3;gene;2.70159016714055
gene16104;CG17109;NT_033777.3;gene;5.4346897393723
gene16105;CG6733;NT_033777.3;gene;14.7716379612945
gene16106;CG6738;NT_033777.3;gene;0.88542841368141
gene16107;Rassf;NT_033777.3;gene;18.4384793880373
gene16108;CenB1A;NT_033777.3;gene;21.6398854715074
gene16109;CG31365;NT_033777.3;gene;12.5780729577223
gene16110;CG31457;NT_033777.3;gene;9.81393893750432
gene16111;hh;NT_033777.3;gene;0.907126102298828
gene16112;unk;NT_033777.3;gene;13.3285790044259
gene16113;VhaAC39-2;NT_033777.3;gene;0.970965382806716
gene16114;CG13829;NT_033777.3;gene;1.38420678935589
gene16115;Irk1;NT_033777.3;gene;18.6472135622533
gene16116;CG46310;NT_033777.3;gene;NA
gene16117;cnc;NT_033777.3;gene;47.2748609875391
gene16118;fzo;NT_033777.3;gene;4.81541748301953
gene16119;CG4467;NT_033777.3;gene;29.1163060396689
gene16120;Rad60;NT_033777.3;gene;22.881077939011
gene16121;EloA;NT_033777.3;gene;20.027225895612
gene16122;wda;NT_033777.3;gene;7.68675342460293
gene16123;CG13827;NT_033777.3;gene;11.6527928297221
gene16124;orb;NT_033777.3;gene;57.8636954520258
gene16125;Cdc16;NT_033777.3;gene;12.3139282267921
gene16126;CG6763;NT_033777.3;gene;1.06897844898769
gene16127;CG17083;NT_033777.3;gene;5.33957358421057
gene16128;bb8;NT_033777.3;gene;13.1898491291427
gene16129;pnt;NT_033777.3;gene;4.85765061364239
gene16130;CR46090;NT_033777.3;gene;0.168164965037097
gene16131;DNApol-epsilon255;NT_033777.3;gene;5.12969951915025
gene16132;ATPsynCF6;NT_033777.3;gene;841.231725325866
gene16133;Sec13;NT_033777.3;gene;46.0870391511044
gene16134;RpS3;NT_033777.3;gene;882.783297126419
gene16135;CG4408;NT_033777.3;gene;15.4979981309636
gene16136;CR44322;NT_033777.3;gene;0.285137408639274
gene16137;CG42827;NT_033777.3;gene;11.5433018701308
gene16138;CG42828;NT_033777.3;gene;4.94624546352874
gene16139;CG4393;NT_033777.3;gene;3.83406758475196
gene16140;CG31515;NT_033777.3;gene;5.41791252408321
gene16141;CR43387;NT_033777.3;gene;0.464016000156633
gene16142;CR44323;NT_033777.3;gene;0.119529976871009
gene16143;CG17380;NT_033777.3;gene;6.1058589449747
gene16144;Ir94d;NT_033777.3;gene;0.118680094843693
gene16145;Ir94e;NT_033777.3;gene;0.0616708799210005
gene16146;CG4374;NT_033777.3;gene;0.250951259258003
gene16147;CG43694;NT_033777.3;gene;2.35589887209857
gene16148;Ir94f;NT_033777.3;gene;0.0125027267371428
gene16149;Ir94g;NT_033777.3;gene;0.00458793683512256
gene16150;CR44324;NT_033777.3;gene;0.581516420642016
gene16151;Ir94h;NT_033777.3;gene;0.00677733571588404
gene16152;CG34289;NT_033777.3;gene;1.36258246283503
gene16153;Irk2;NT_033777.3;gene;66.686375080545
gene16154;CG10177;NT_033777.3;gene;6.50477433426421
gene16155;CG10175;NT_033777.3;gene;6.48156298505301
gene16156;CG10170;NT_033777.3;gene;3.78457654229426
gene16157;CG16732;NT_033777.3;gene;1.20846405031438
gene16158;CG10168;NT_033777.3;gene;0.484240041725795
gene16159;CG10164;NT_033777.3;gene;7.72024207254336
gene16160;beat-IV;NT_033777.3;gene;9.32333966032964
gene16161;CG10182;NT_033777.3;gene;1.74957882714195
gene16162;CG33337;NT_033777.3;gene;0.842290605974258
gene16163;CG16723;NT_033777.3;gene;0.336927417671645
gene16164;CG10183;NT_033777.3;gene;0.0532267314765579
gene16165;tRNA:Leu-CAA-2-3;NT_033777.3;gene;0
gene16166;CG10184;NT_033777.3;gene;14.8137169282408
gene16167;CG31145;NT_033777.3;gene;23.59325144122
gene16168;GILT3;NT_033777.3;gene;34.9053135456595
gene16169;GILT2;NT_033777.3;gene;52.8150000175794
gene16170;eIF3d1;NT_033777.3;gene;81.501222362853
gene16171;CG16710;NT_033777.3;gene;0.60804086779286
gene16172;CG18754;NT_033777.3;gene;0.765921953817773
gene16173;SPE;NT_033777.3;gene;100.695397474848
gene16174;CG10254;NT_033777.3;gene;71.4404214874809
gene16175;CR43903;NT_033777.3;gene;0.466759330618302
gene16176;CG10252;NT_033777.3;gene;102.142055641129
gene16177;prt;NT_033777.3;gene;6.7900854317301
gene16178;CG31468;NT_033777.3;gene;151.380490322996
gene16179;Gba1a;NT_033777.3;gene;3.32883529775992
gene16180;CG31413;NT_033777.3;gene;2.40807215382791
gene16181;Gba1b;NT_033777.3;gene;7.77381772668059
gene16182;CR44052;NT_033777.3;gene;0.373676391657885
gene16183;CG10301;NT_033777.3;gene;0.19099186663233
gene16184;CG10300;NT_033777.3;gene;2.00923905376142
gene16185;nau;NT_033777.3;gene;1.30469835126956
gene16186;CG10232;NT_033777.3;gene;0.41231812811579
gene16187;CG10365;NT_033777.3;gene;40.0834270884849
gene16188;RNaseMRP:RNA;NT_033777.3;gene;2210.77364600508
gene16189;Rpn9;NT_033777.3;gene;90.0038998232847
gene16190;Hmgcr;NT_033777.3;gene;12.9069839018841
gene16191;CR46091;NT_033777.3;gene;0.537732033405943
gene16192;RanBP3;NT_033777.3;gene;25.2509558550125
gene16193;Rpt5;NT_033777.3;gene;66.540546294405
gene16194;Hrd3;NT_033777.3;gene;22.4555032309901
gene16195;PTPMT1;NT_033777.3;gene;22.5921497124761
gene16196;SdhD;NT_033777.3;gene;169.467037572548
gene16197;CG10217;NT_033777.3;gene;26.6381409929963
gene16198;Lsd-1;NT_033777.3;gene;63.7910195363163
gene16199;CG10214;NT_033777.3;gene;26.1645619618065
gene16200;CG10375;NT_033777.3;gene;24.0629286051893
gene16201;tst;NT_033777.3;gene;7.99990822096245
gene16202;CG10208;NT_033777.3;gene;10.7087646945998
gene16203;Nup98-96;NT_033777.3;gene;22.508989774993
gene16204;mbc;NT_033777.3;gene;15.9938124602913
gene16205;CG33111;NT_033777.3;gene;8.11919627390985
gene16206;CG34355;NT_033777.3;gene;10.5454119776757
gene16207;eIF4G2;NT_033777.3;gene;17.2536838793786
gene16208;CR43285;NT_033777.3;gene;0.157956556211383
gene16209;snRNA:U1:95Cc;NT_033777.3;gene;57.7056862073683
gene16210;snRNA:U1:95Cb;NT_033777.3;gene;2.01839712315683
gene16211;snRNA:U1:95Ca;NT_033777.3;gene;0.794433921068964
gene16212;Pli;NT_033777.3;gene;29.6816102444842
gene16213;TfIIA-S;NT_033777.3;gene;92.2753852875945
gene16214;tbrd-1;NT_033777.3;gene;3.01397345720577
gene16215;sba;NT_033777.3;gene;8.41928505442766
gene16216;CG31141;NT_033777.3;gene;10.588662355779
gene16217;Ndc1;NT_033777.3;gene;19.9405844648157
gene16218;CG13601;NT_033777.3;gene;25.4351319848882
gene16219;CG43998;NT_033777.3;gene;4.02970601697358
gene16220;CG43999;NT_033777.3;gene;0.457977063393805
gene16221;CG31142;NT_033777.3;gene;15.8633905592867
gene16222;Rpt2;NT_033777.3;gene;77.5579851207996
gene16223;CG13599;NT_033777.3;gene;8.80130309040171
gene16224;RpS19b;NT_033777.3;gene;7.52847869745684
gene16225;CG5854;NT_033777.3;gene;17.2608876163478
gene16226;Gdh;NT_033777.3;gene;144.739665720748
gene16227;CG12268;NT_033777.3;gene;12.973280900646
gene16228;GluProRS;NT_033777.3;gene;21.4065061632406
gene16229;CR46092;NT_033777.3;gene;0.396340993995023
gene16230;AP-1sigma;NT_033777.3;gene;73.1123263684977
gene16231;CG31140;NT_033777.3;gene;21.7351374261456
gene16233;CR31451;NT_033777.3;gene;125.51713984211
gene16232;mir-9381;NT_033777.3;gene;NA
gene16234;CG13603;NT_033777.3;gene;71.482149409434
gene16235;CG5902;NT_033777.3;gene;29.5905561566464
gene16236;CG13604;NT_033777.3;gene;10.0364626617185
gene16237;Rab7;NT_033777.3;gene;144.492388863034
gene16238;CG33108;NT_033777.3;gene;10.0479522140614
gene16239;LSm3;NT_033777.3;gene;42.6685859806364
gene16240;KrT95D;NT_033777.3;gene;33.4905405602476
gene16241;Mettl3;NT_033777.3;gene;6.76143920806657
gene16242;Miro;NT_033777.3;gene;32.2122180226209
gene16243;spas;NT_033777.3;gene;16.7722448628763
gene16244;Rox8;NT_033777.3;gene;46.7787823001909
gene16245;CG5986;NT_033777.3;gene;29.8594498443338
gene16246;Atg6;NT_033777.3;gene;19.226109053672
gene16247;CG5991;NT_033777.3;gene;44.9678891930307
gene16248;CG6000;NT_033777.3;gene;29.9263691830364
gene16249;CR44097;NT_033777.3;gene;3.94592980050087
gene16250;Hsp68;NT_033777.3;gene;25.7890508087113
gene16251;SMC1;NT_033777.3;gene;16.1067262157947
gene16252;eIF4EHP;NT_033777.3;gene;39.4807855452092
gene16253;Syx1A;NT_033777.3;gene;17.0106199372448
gene16254;CG10694;NT_033777.3;gene;2.05956401245966
gene16255;CG18428;NT_033777.3;gene;31.3527127697757
gene16256;CG13605;NT_033777.3;gene;17.5354945478563
gene16257;tRNA:Leu-TAA-2-1;NT_033777.3;gene;0
gene16258;Root;NT_033777.3;gene;2.74274335226056
gene16259;CG13607;NT_033777.3;gene;25.2539500346072
gene16260;GatB;NT_033777.3;gene;11.1730821140123
gene16261;Tsc1;NT_033777.3;gene;16.2163696103413
gene16262;Sec10;NT_033777.3;gene;12.6210041888004
gene16263;Npc2f;NT_033777.3;gene;16.8170618773415
gene16264;Kal1;NT_033777.3;gene;6.13130226496386
gene16265;Slimp;NT_033777.3;gene;6.07305490774013
gene16266;p38c;NT_033777.3;gene;2.83130168443247
gene16267;p38a;NT_033777.3;gene;14.6075597537882
gene16268;CG6178;NT_033777.3;gene;44.3223778286961
gene16269;Myo95E;NT_033777.3;gene;8.99087764495339
gene16270;CG6182;NT_033777.3;gene;11.3338434642491
gene16271;mRpS24;NT_033777.3;gene;30.7942502635589
gene16272;Apc2;NT_033777.3;gene;9.80545331550832
gene16273;CG5510;NT_033777.3;gene;29.2565852087724
gene16274;CG13606;NT_033777.3;gene;7.65985377012633
gene16275;CHORD;NT_033777.3;gene;18.3117819490413
gene16276;CG5515;NT_033777.3;gene;54.8458953452716
gene16277;jnj;NT_033777.3;gene;12.1976513282737
gene16278;CG6204;NT_033777.3;gene;7.55206040093279
gene16279;twin;NT_033777.3;gene;48.072370492654
gene16280;CG17786;NT_033777.3;gene;0.99446707532133
gene16281;cav;NT_033777.3;gene;20.7565446033112
gene16282;Spps;NT_033777.3;gene;5.1354349121354
gene16283;CG13609;NT_033777.3;gene;3.32442641378973
gene16284;Spase22-23;NT_033777.3;gene;92.3096851370395
gene16285;Acp95EF;NT_033777.3;gene;4862.84299352126
gene16286;CR45217;NT_033777.3;gene;1.53009420168887
gene16287;mask;NT_033777.3;gene;20.1617617312991
gene16288;CR44092;NT_033777.3;gene;1.50216669678766
gene16289;scaRNA:MeU2-G25;NT_033777.3;gene;8.38056147840763
gene16290;beta-PheRS;NT_033777.3;gene;25.078424188965
gene16291;jar;NT_033777.3;gene;41.4882139326138
gene16292;tRNA:Leu-TAA-4-1;NT_033777.3;gene;0
gene16293;Orct2;NT_033777.3;gene;3.74961693337796
gene16294;Orct;NT_033777.3;gene;12.9981203970699
gene16295;CG13611;NT_033777.3;gene;2.91644638542877
gene16296;CR45662;NT_033777.3;gene;0.808404276243172
gene16297;CG6356;NT_033777.3;gene;15.7200260508753
gene16298;CG34290;NT_033777.3;gene;0.746522456041275
gene16299;CG6364;NT_033777.3;gene;27.5249858979233
gene16300;CG5715;NT_033777.3;gene;0.124949770062882
gene16301;crb;NT_033777.3;gene;11.7746326785528
gene16302;Nab2;NT_033777.3;gene;17.6988648223709
gene16303;CR46093;NT_033777.3;gene;1.03064887664602
gene16304;BRWD3;NT_033777.3;gene;10.7557349364665
gene16305;CG5728;NT_033777.3;gene;13.1946179512078
gene16306;Dis3;NT_033777.3;gene;10.3287501015824
gene16307;CG6432;NT_033777.3;gene;11.2135449223336
gene16308;mir-1015;NT_033777.3;gene;0
gene16309;Ms;NT_033777.3;gene;108.623716446002
gene16310;CG5746;NT_033777.3;gene;33.6866968887447
gene16311;CG6454;NT_033777.3;gene;27.5772512155692
gene16312;Golgin84;NT_033777.3;gene;15.4927044762924
gene16313;CG18528;NT_033777.3;gene;6.76179507846256
gene16314;CG5762;NT_033777.3;gene;20.8485500352489
gene16315;CG33339;NT_033777.3;gene;0.126945327466905
gene16316;CG33340;NT_033777.3;gene;85.6063553135777
gene16317;CG17784;NT_033777.3;gene;0.0148366721461165
gene16318;CG13613;NT_033777.3;gene;0.00995236210848199
gene16319;CG42811;NT_033777.3;gene;0.0165632282762834
gene16320;CG42812;NT_033777.3;gene;0.0254146801249293
gene16321;CG33341;NT_033777.3;gene;0.01085678050897
